,Unnamed: 0,nutrition_amount,calories,fat,Carbohydrate,Protein,ingredients_name,ingredients_amount,equipment,ingred_unit,ingred_qunatity,url,tags_n_allergens,name,tags,allergens
644,718,"['2498 kJ', '597 kcal', '31.0 g', '18.0 g', '49 g', '5.0 g', '2 g', '33 g', '0 mg', '2.56 g']",597,31,49,33,"['Cod', 'Yellow Curry Paste', 'Coconut Milk', 'Steamed Basmati Rice', 'Coriander', 'Lime', 'Salted Peanuts', 'Sugar Snap Peas', 'Soy Sauce', 'Bok Choy', 'Water for Curry']","['2 unit(s)', '1 sachet', '200 milliliter(s)', '1 pack(s)', '?? bunch(es)', '?? unit(s)', '1 pot(s)', '1 pack(s)', '?? sachet', '1 unit(s)', '100 milliliter(s)']","['Saucepan', 'Plate']","['unit(s)', 'sachet', 'milliliter(s)', 'pack(s)', 'bunch(es)', 'unit(s)', 'pot(s)', 'pack(s)', 'sachet', 'unit(s)', 'milliliter(s)']","[2.0, 1.0, 200.0, 1.0, 1.0, 1.0, 1.0, 100.0]",https://www.hellofresh.co.uk/recipes/yellow-cod-thai-curry-5ebacbcfd744fa2930338d5b,['Allergens:Fish?€?Mustard?€?Peanuts?€?Gluten?€?Soya'],Yellow Cod Thai Curry with Lime Rice,['No Tag'],"['Fish', 'Mustard', 'Peanuts', 'Gluten', 'Soya']"
1132,1254,"['3021 kJ', '722 kcal', '26.0 g', '8.0 g', '76 g', '10.0 g', '4 g', '39 g', '0 mg', '2.42 g']",722,26,76,39,"['Garlic', 'Chickpeas', 'Lamb Mince', 'Shawarma Spice Mix', 'Tomato Puree', 'Beef Stock Powder', 'Naan', 'Red Wine Vinegar', 'Baby Gem Lettuce', 'Natural Yoghurt', 'Zahtar Spice', 'Olive Oil for the dressing', 'Water', 'Sugar for the Dressing']","['2 unit(s)', '1 pack(s)', '200 grams', '1 pot(s)', '1 sachet', '1 sachet', '2 unit(s)', '1 sachet', '1 unit(s)', '75 grams', '1 pot(s)', '1 tbsp', '100 milliliter(s)', '?? tsp']",[],"['unit(s)', 'pack(s)', 'grams', 'pot(s)', 'sachet', 'sachet', 'unit(s)', 'sachet', 'unit(s)', 'grams', 'pot(s)', 'tbsp', 'milliliter(s)', 'tsp']","[2.0, 1.0, 200.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 75.0, 1.0, 1.0, 100.0]",https://www.hellofresh.co.uk/recipes/lebanese-style-flatbread-5f75b0ac04b51e6a453f9cc2,"['Tags:Rapid?€?Spicy', 'Allergens:Gluten?€?Milk?€?Sulphites']",Lebanese Style Flatbread,"['Rapid', 'Spicy']","['Gluten', 'Milk', 'Sulphites']"
583,652,"['3234 kJ', '773 kcal', '24.0 g', '15.0 g', '78 g', '11.0 g', '0 g', '57 g', '0 mg', '4.0 g']",773,24,78,57,"['Rosemary', 'Lemon', 'Turkey Steak', 'Chicken Stock Pot', 'Wheat Penne Pasta', 'Broccoli Florets', 'Baby Spinach', 'Wholegrain Mustard', 'Creme Fraiche', 'Grated Hard Italian Style Cheese']","['?? bunch(es)', '?? unit(s)', '2 unit(s)', '1 pot(s)', '200 grams', '200 grams', '1 bag(s)', '1 tbsp', '1 pot(s)', '40 grams']","['Cutting board', 'Grater', 'Knife', 'Saucepan', 'Plate', 'Aluminum Foil', 'Frying Pan', 'Strainer', 'Spoon']","['bunch(es)', 'unit(s)', 'unit(s)', 'pot(s)', 'grams', 'grams', 'bag(s)', 'tbsp', 'pot(s)', 'grams']","[2.0, 1.0, 200.0, 200.0, 1.0, 1.0, 1.0, 40.0]",https://www.hellofresh.co.uk/recipes/lemon-and-rosemary-turkey-5a4fbf212c3e0853982c94c2,['Allergens:Gluten?€?Mustard?€?Milk?€?Egg'],Lemon and Rosemary Turkey,['No Tag'],"['Gluten', 'Mustard', 'Milk', 'Egg']"
1151,1275,"['3653 kJ', '873 kcal', '44.0 g', '35.0 g', '97 g', '34.0 g', '7 g', '22 g', '0 mg', '3.2 g']",873,44,97,22,"['Sweet Potato', 'Jerk Spice Mix', 'Spring Onion', 'Garlic Clove', 'Red Pepper', 'Lime', 'Black Beans', 'Poudre de Columbo', 'Finely Chopped Tomatoes', 'Coconut Milk', 'Vegetable Stock Powder', 'Water']","['2 unit(s)', '1 pot(s)', '3 unit(s)', '2 unit(s)', '1 unit(s)', '?? unit(s)', '1 pack(s)', '1 pot(s)', '1 pack(s)', '400 milliliter(s)', '2 sachet', '100 milliliter(s)']","['Baking Tray', 'Cutting board', 'Knife', 'Grater', 'Sieve', 'Zester', 'Saucepan', 'Bowl']","['unit(s)', 'pot(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'pack(s)', 'pot(s)', 'pack(s)', 'milliliter(s)', 'sachet', 'milliliter(s)']","[2.0, 1.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0, 400.0, 2.0, 100.0]",https://www.hellofresh.co.uk/recipes/coconutty-caribbean-soup-5f297fb368b9506d552997e5,"['Tags:Veggie', 'Allergens:Mustard?€?Celery']",Coconutty Caribbean Soup,['Veggie'],"['Mustard', 'Celery']"
265,291,"['2128 kJ', '509 kcal', '20.0 g', '11.0 g', '44 g', '2.0 g', '5 g', '42 g', '0 mg', '0.24 g']",509,20,44,42,"['Fillet Steak', 'Potato', 'Dried Oregano', 'Butter', 'Shallot', 'Tarragon', 'Tenderstem Broccoli ??', 'Flat Leaf Parsley', 'Garlic Clove']","['2 unit(s)', '1 pack(s)', '?? pot(s)', '30 grams', '1 unit(s)', '?? bunch(es)', '1 pack(s)', '?? bunch(es)', '1 unit(s)']","['Cutting board', 'Grater', 'Knife', 'Bowl', 'Saucepan', 'Frying Pan', 'Colander', 'Plate']","['unit(s)', 'pack(s)', 'pot(s)', 'grams', 'unit(s)', 'bunch(es)', 'pack(s)', 'bunch(es)', 'unit(s)']","[2.0, 1.0, 30.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/steak-with-bearnaise-butter-with-roasties-5eb3f1c604cbfa1dc366fcfc,['Allergens:Milk'],Fillet Steak with Bearnaise Butter and Roasties,['No Tag'],['Milk']
1069,1184,"['3050 kJ', '729 kcal', '29.0 g', '14.0 g', '84 g', '25.0 g', '9 g', '32 g', '0 mg', '2.61 g']",729,29,84,32,"['Sweet Potato', 'Spring Onion', 'Cheddar Cheese', 'Black Beans', 'Lime', 'Garlic', 'Beef Mince', 'Bacon Lardons', 'Mexican Spice', 'Tomato Passata', 'BBQ Sauce', 'Sour Cream', 'Water']","['2 unit(s)', '1 unit(s)', '30 grams', '1 pack(s)', '?? unit(s)', '1 clove', '120 grams', '60 grams', '1 pot(s)', '1 pack(s)', '1 sachet', '75 grams', '100 milliliter(s)']","['Baking Tray', 'Cutting board', 'Knife', 'Bowl', 'Garlic Press', 'Grater', 'Sieve', 'Frying Pan', 'Spoon']","['unit(s)', 'unit(s)', 'grams', 'pack(s)', 'unit(s)', 'clove', 'grams', 'grams', 'pot(s)', 'pack(s)', 'sachet', 'grams', 'milliliter(s)']","[2.0, 1.0, 30.0, 1.0, 1.0, 120.0, 60.0, 1.0, 1.0, 1.0, 75.0, 100.0]",https://www.hellofresh.co.uk/recipes/beany-beef-and-bacon-loaded-sweet-potato-wedges-5fd75e68a608a0561c026f55,"['Tags:Spicy', 'Allergens:Milk?€?Gluten']",Beany Beef and Bacon Loaded Sweet Potato Wedges,['Spicy'],"['Milk', 'Gluten']"
541,604,"['2113 kJ', '505 kcal', '17.0 g', '2.0 g', '32 g', '11.0 g', '0 g', '53 g', '0 mg', '1.0 g']",505,17,32,53,"['Turkey Steak', 'Garlic Mayonnaise', 'Panko Breadcrumbs', 'Red Onion', 'Rosemary', 'Vine Tomatoes', 'Broccoli Florets', 'Borlotti Beans', 'Garlic Clove', 'Red Wine Stock', 'Water']","['2 unit(s)', '1 sachet', '30 grams', '1 unit(s)', '2 sprig(s)', '2 unit(s)', '1 bag(s)', '1 pack(s)', '1 unit(s)', '?? pot(s)', '100 milliliter(s)']","['Baking Tray', 'Frying Pan', 'Plate']","['unit(s)', 'sachet', 'grams', 'unit(s)', 'sprig(s)', 'unit(s)', 'bag(s)', 'pack(s)', 'unit(s)', 'pot(s)', 'milliliter(s)']","[2.0, 1.0, 30.0, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 100.0]",https://www.hellofresh.co.uk/recipes/breaded-turkey-steak-5bf697a1c445fa1e5008bd31,['Allergens:Egg?€?Mustard?€?Gluten?€?Sulphites'],Breaded Turkey Steak,['No Tag'],"['Egg', 'Mustard', 'Gluten', 'Sulphites']"
779,868,"['4079 kJ', '975 kcal', '42.0 g', '10.0 g', '81 g', '13.0 g', '0 g', '49 g', '0 mg', '1.0 g']",975,42,81,49,"['Garlic Clove', 'Ginger', 'Vine Tomatoes', 'Lemon Juice', 'Red Chilli Flakes', 'Tahini Paste', 'Chicken Thighs', 'Orzo', 'Chicken Stock Powder', 'Flat Leaf Parsley', 'Natural Yoghurt', 'Sugar', 'Olive Oil']","['2 unit(s)', '1 unit(s)', '4 unit(s)', '?? unit(s)', '1 pinch', '1 pot(s)', '4 unit(s)', '180 grams', '1 sachet', '1 bunch(es)', '?? pack(s)', '?? tsp', '1 tbsp']",[],"['unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'pot(s)', 'unit(s)', 'grams', 'sachet', 'bunch(es)', 'pack(s)', 'tsp', 'tbsp']","[2.0, 1.0, 4.0, 1.0, 1.0, 4.0, 180.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/tahini-chicken-thighs-5d28a7b69a9d1a001123d57e,['Allergens:Sesame?€?Gluten?€?Celery?€?Milk'],Tahini Chicken Thighs,['No Tag'],"['Sesame', 'Gluten', 'Celery', 'Milk']"
1249,1378,"['3414.1440000000002 kJ', '816 kcal', '32.0 g', '9.0 g', '101 g', '0.0 g', '0 g', '30 g', '0.0 g', 'Frying Pan']",816,32,101,30,"['Garlic Clove', 'Red Onion', 'Coriander', 'Butter Beans', 'Red Curry Paste', 'Organic Lentils', 'Panko Breadcrumbs', 'Lime', 'Natural Yoghurt', 'Baby Gem Lettuce', 'Vine Tomatoes', 'Ginger', 'Brioche Bun']","['2 unit(s)', '1 unit(s)', '5 tbsp', '1 tin(s)', '1 tbsp', '1 tin(s)', '50 grams', '1 unit(s)', '1 pot(s)', '1 unit(s)', '2 unit(s)', '1 tsp', '2 unit(s)']","['Grater', 'Knife', 'Mixing Bowl', 'Potato Masher', 'Strainer', 'Bowl', 'Plate']","['unit(s)', 'unit(s)', 'tbsp', 'tin(s)', 'tbsp', 'tin(s)', 'grams', 'unit(s)', 'pot(s)', 'unit(s)', 'unit(s)', 'tsp', 'unit(s)']","[2.0, 1.0, 5.0, 1.0, 1.0, 1.0, 50.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0]",https://www.hellofresh.co.uk/recipes/spiced-lentil-burger-with-tomato-and-coriander-salad-21-5729dc354dab71d9608b4567,"['Tags:Spicy?€?Veggie', 'Allergens:Gluten?€?Milk?€?Egg?€?Soya']",Spiced Lentil Burger with Tomato and Coriander Salad,"['Spicy', 'Veggie']","['Gluten', 'Milk', 'Egg', 'Soya']"
585,655,"['3590 kJ', '858 kcal', '29.0 g', '9.0 g', '95 g', '23.0 g', '0 g', '51 g', '0 mg', '3.27 g']",858,29,95,51,"['Courgette', 'Yellow Pepper', 'Beef Mince', 'Soy Sauce', 'Dried Oregano', 'Finely Chopped Tomatoes with Onion and Garlic', 'Wheat Spaghetti', 'Cherry Plum Tomatoes', 'Cucumber', 'Punchy Balsamic Mustard', 'Lambs Lettuce and Bulls Blood Mix', 'Grated Hard Italian Style Cheese', 'Olive Oil']","['2 unit(s)', '1 unit(s)', '500 grams', '1.5 tbsp', '1 tbsp', '2 pack(s)', '400 grams', '1 punnet(s)', '1 unit(s)', '1 tbsp', '1 bag(s)', '40 grams', '3 tbsp']","['Cutting board', 'Knife', 'Saucepan', 'Frying Pan', 'Bowl']","['unit(s)', 'unit(s)', 'grams', 'tbsp', 'tbsp', 'pack(s)', 'grams', 'punnet(s)', 'unit(s)', 'tbsp', 'bag(s)', 'grams', 'tbsp']","[2.0, 1.0, 500.0, 1.5, 1.0, 2.0, 400.0, 1.0, 1.0, 1.0, 1.0, 40.0, 3.0]",https://www.hellofresh.co.uk/recipes/beef-ragu-5a0f120fc94eac27b14258b2,"['Tags:Family Box', 'Allergens:Gluten?€?Soya?€?Mustard?€?Milk?€?Egg']",Beef Ragu,['Family Box'],"['Gluten', 'Soya', 'Mustard', 'Milk', 'Egg']"
477,536,"['2632 kJ', '629 kcal', '31.0 g', '12.0 g', '50 g', '6.0 g', '0 g', '36 g', '0 mg', '1.76 g']",629,31,50,36,"['Cod', 'Mixed Plum Tomatoes', 'Bacon Lardons', 'Fresh Tagliatelle', 'Baby Spinach', 'Creme Fraiche', 'Zhoug Paste 50g']","['2 unit(s)', '1 punnet(s)', '60 grams', '1 pack(s)', '1 bag(s)', '150 grams', '1 sachet']","['Cutting board', 'Frying Pan', 'Knife', 'Saucepan', 'Sieve', 'Bowl']","['unit(s)', 'punnet(s)', 'grams', 'pack(s)', 'bag(s)', 'grams', 'sachet']","[2.0, 1.0, 60.0, 1.0, 1.0, 150.0, 1.0]",https://www.hellofresh.co.uk/recipes/pan-fried-cod-5e21a6769327763ec0018a83,['Allergens:Fish?€?Egg?€?Gluten?€?Milk'],Creamy Cod with Fresh Tagliatelle,['No Tag'],"['Fish', 'Egg', 'Gluten', 'Milk']"
1172,1299,"['3845 kJ', '919 kcal', '25.0 g', '11.0 g', '119 g', '29.0 g', '0 g', '38 g', 'null mg', '6.0 g']",919,25,119,38,"['Corn on the Cob', 'Mexican Spice', 'Echalion Shallot', 'Garlic Clove', 'Celery Stick', 'Smoked Paprika', 'Tomato Passata', 'Vegetable Stock Pot', 'Black Beans', 'Coriander', 'Lime', 'Sour Cream', 'Flatbread', 'Water']","['2 unit(s)', '1.5 tsp', '1 unit(s)', '2 unit(s)', '1 unit(s)', '1.5 tsp', '1 pack(s)', '1 unit(s)', '1 tin(s)', '1 bunch(es)', '2 unit(s)', '2 pot(s)', '2 unit(s)', '200 milliliter(s)']","['Aluminum Foil', 'Baking Tray', 'Frying Pan', 'Grater', 'Strainer', 'Bowl']","['unit(s)', 'tsp', 'unit(s)', 'unit(s)', 'unit(s)', 'tsp', 'pack(s)', 'unit(s)', 'tin(s)', 'bunch(es)', 'unit(s)', 'pot(s)', 'unit(s)', 'milliliter(s)']","[2.0, 1.5, 1.0, 2.0, 1.0, 1.5, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 200.0]",https://www.hellofresh.co.uk/recipes/mexican-spiced-corn-on-the-cob-wk23-58ef689e3bddb52810759853,"['Tags:Spicy?€?Veggie', 'Allergens:Celery?€?Sulphites?€?Milk?€?Gluten?€?Soya']",Mexican Spiced Corn-on-the-Cob,"['Spicy', 'Veggie']","['Celery', 'Sulphites', 'Milk', 'Gluten', 'Soya']"
1180,1307,"['2431 kJ', '581 kcal', '18.0 g', '9.0 g', '77 g', '18.0 g', '0 g', '29 g', '0 mg', '1.0 g']",581,18,77,29,"['Carrot', 'Shawarma Spice Mix', 'Vegetable Stock Pot', 'Cumin', 'Wholewheat Couscous', 'Garlic Clove', 'Mint', ""Goat's Cheese"", 'Mangetout', 'Munchy Seeds: Honey Seeds', 'Water']","['2 unit(s)', '1.5 tsp', '?? unit(s)', '1.5 tsp', '150 grams', '1 unit(s)', '1 bunch(es)', '?? unit(s)', '1 pack(s)', '25 grams', '300 milliliter(s)']","['Baking Tray', 'Large Pan', 'Lid', 'Grater', 'Frying Pan', 'Bowl']","['unit(s)', 'tsp', 'unit(s)', 'tsp', 'grams', 'unit(s)', 'bunch(es)', 'unit(s)', 'pack(s)', 'grams', 'milliliter(s)']","[2.0, 1.5, 1.5, 150.0, 1.0, 1.0, 1.0, 25.0, 300.0]",https://www.hellofresh.co.uk/recipes/shawarma-roasted-carrots-week-17-58aec8923bddb56b8a5e91d3,"['Tags:Veggie', 'Allergens:Celery?€?Sulphites?€?Gluten?€?Milk']",Shawarma Roasted Carrots,['Veggie'],"['Celery', 'Sulphites', 'Gluten', 'Milk']"
720,803,"['1912 kJ', '457 kcal', '13.0 g', '2.0 g', '63 g', '18.0 g', '8 g', '26 g', '0 mg', '0.68 g']",457,13,63,26,"['Sweet Potato', 'Lime', 'Panko Breadcrumbs', 'Cajun Spice', 'Cod', 'Baby Plum Tomatoes', 'Baby Gem Lettuce', 'Mayonnaise', 'Olive Oil for the dressing', 'Olive Oil']","['2 unit(s)', '?? unit(s)', '10 pack(s)', '1 pot(s)', '2 fillet', '1 punnet(s)', '1 unit(s)', '1 sachet', '1 tbsp', '1 tbsp']",[],"['unit(s)', 'unit(s)', 'pack(s)', 'pot(s)', 'fillet', 'punnet(s)', 'unit(s)', 'sachet', 'tbsp', 'tbsp']","[2.0, 10.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/cajun-crusted-cod-with-sweet-potato-wedges-5f918b2163b3324ad6331319,"['Tags:Spicy', 'Allergens:Gluten?€?Fish?€?Egg?€?Mustard']",Cajun Crusted Cod with Sweet Potato Wedges,['Spicy'],"['Gluten', 'Fish', 'Egg', 'Mustard']"
1166,1292,"['3272 kJ', '782 kcal', '23.0 g', '9.0 g', '120 g', '0.0 g', '0 g', '29 g', '0 mg', '0.0 g']",782,23,120,29,"['Hazelnut', 'Vegetable Stock Pot', 'Quinoa', 'Couscous', 'Coriander', 'Jalape??o Chilli', 'Red Pepper', 'Pumpkin Seeds', 'Feta Cheese', 'Sweetcorn', 'Cumin', 'Lime']","['2 tbsp', '?? unit(s)', '100 grams', '?? unit(s)', '3 tbsp', '?? tbsp', '1 unit(s)', '1 tbsp', '4 tbsp', '?? tin(s)', '?? tsp', '?? unit(s)']","['Frying Pan', 'Lid', 'Pot', 'Strainer', 'Bowl', 'Knife', 'Fork', 'Spoon']","['tbsp', 'unit(s)', 'grams', 'unit(s)', 'tbsp', 'tbsp', 'unit(s)', 'tbsp', 'tbsp', 'tin(s)', 'tsp', 'unit(s)']","[2.0, 100.0, 3.0, 1.0, 1.0, 4.0]",https://www.hellofresh.co.uk/recipes/superfood-mexican-jumble-554a6bf34dab71aa058b4569,"['Tags:Spicy?€?Veggie', 'Allergens:Nuts?€?Celery?€?Sulphites?€?Gluten?€?Milk']",Superfood Mexican Jumble,"['Spicy', 'Veggie']","['Nuts', 'Celery', 'Sulphites', 'Gluten', 'Milk']"
921,1024,"['2483 kJ', '593 kcal', '26.0 g', '17.0 g', '75 g', '13.0 g', '7 g', '13 g', '0 mg', '1.68 g']",593,26,75,13,"['Aubergine', 'Sesame Seeds', 'Basmati Rice', 'Lime', 'Coriander', 'Massaman Curry Paste', 'Coconut Milk', 'Baby Spinach', 'Water for Curry', 'Water for the Rice']","['2 unit(s)', '15 grams', '150 grams', '?? unit(s)', '1 bunch(es)', '50 grams', '200 milliliter(s)', '40 grams', '50 milliliter(s)', '300 milliliter(s)']",[],"['unit(s)', 'grams', 'grams', 'unit(s)', 'bunch(es)', 'grams', 'milliliter(s)', 'grams', 'milliliter(s)', 'milliliter(s)']","[2.0, 15.0, 150.0, 1.0, 50.0, 200.0, 40.0, 50.0, 300.0]",https://www.hellofresh.co.uk/recipes/aubergine-massaman-curry-6008521e4424942cd35a6e79,"['Tags:Plant-based', 'Allergens:Sesame']",Aubergine Massaman Curry,['Plant-based'],['Sesame']
598,669,"['3238 kJ', '774 kcal', '27.0 g', '6.0 g', '92 g', '26.0 g', '3 g', '43 g', '0 mg', '2.82 g']",774,27,92,43,"['Confit Duck Leg', 'Jasmine Rice', 'Radish', 'Carrot', 'Garlic Clove', 'Ginger', 'Lime', 'Rice Vinegar', 'Sesame Seeds', 'Sesame Oil', 'Mangetout', 'Soy Sauce', 'Miso Paste', 'Ketjap Manis', 'Honey', 'Water for the Rice', 'Sugar for the Pickle', 'Water for the Sauce']","['2 unit(s)', '150 grams', '1 pack(s)', '1 unit(s)', '1 clove', '?? unit(s)', '1 unit(s)', '1 sachet', '?? pot(s)', '?? sachet', '1 pack(s)', '1 sachet', '1 sachet', '1 unit(s)', '1 sachet', '300 milliliter(s)', '1 tsp', '1 tbsp']","['Baking Tray', 'Saucepan', 'Lid', 'Knife', 'Cutting board', 'Peeler', 'Garlic Press', 'Grater', 'Small Bowl', 'Frying Pan', 'Medium Bowl']","['unit(s)', 'grams', 'pack(s)', 'unit(s)', 'clove', 'unit(s)', 'unit(s)', 'sachet', 'pot(s)', 'sachet', 'pack(s)', 'sachet', 'sachet', 'unit(s)', 'sachet', 'milliliter(s)', 'tsp', 'tbsp']","[2.0, 150.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 300.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/duck-donburi-rice-bowl-with-pickled-radishes-5f88590f29f32758e06abcd2,['Allergens:Sesame?€?Gluten?€?Soya'],"Duck Donburi Rice Bowl & Pickled Radishes,",['No Tag'],"['Sesame', 'Gluten', 'Soya']"
799,890,"['3577 kJ', '855 kcal', '41.0 g', '12.0 g', '88 g', '23.0 g', '0 g', '32 g', '0 mg', '1.0 g']",855,41,88,32,"['Sea Bream Fillet', 'Jasmine Rice', 'Red Onion', 'Cashew Nuts', 'Honey', 'Sesame Oil', 'Lime', 'Tenderstem Broccoli ??', 'Ketjap Manis', 'Coriander', 'Desiccated Coconut', 'Spring Onion']","['2 unit(s)', '150 grams', '1 unit(s)', '1 bag(s)', '1 sachet', '1 sachet', '1 unit(s)', '1 pack(s)', '1 sachet', '1 bunch(es)', '1 sachet', '2 unit(s)']",[],"['unit(s)', 'grams', 'unit(s)', 'bag(s)', 'sachet', 'sachet', 'unit(s)', 'pack(s)', 'sachet', 'bunch(es)', 'sachet', 'unit(s)']","[2.0, 150.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0]",https://www.hellofresh.co.uk/recipes/pan-fried-gilt-bream-5cae102fe3f339759801df22,['Allergens:Fish?€?Nuts?€?Sesame?€?Gluten?€?Soya'],Pan-Fried Gilt Bream,['No Tag'],"['Fish', 'Nuts', 'Sesame', 'Gluten', 'Soya']"
817,909,"['3092 kJ', '739 kcal', '32.0 g', '9.0 g', '73 g', '17.0 g', '0 g', '38 g', '0 mg', '2.0 g']",739,32,73,38,"['Pomegranate Pork Steak', 'Couscous', 'Flat Leaf Parsley', 'Carrot', 'Lemon', 'Courgette', 'Chicken Stock Powder', 'Super Dukkah Mix', 'Water', 'Olive Oil']","['2 unit(s)', '150 grams', '1 bunch(es)', '1 unit(s)', '1 unit(s)', '1 unit(s)', '?? bag(s)', '1 pot(s)', '300 milliliter(s)', '2 tbsp']","['Saucepan', 'Baking Tray', 'Plate']","['unit(s)', 'grams', 'bunch(es)', 'unit(s)', 'unit(s)', 'unit(s)', 'bag(s)', 'pot(s)', 'milliliter(s)', 'tbsp']","[2.0, 150.0, 1.0, 1.0, 1.0, 1.0, 1.0, 300.0, 2.0]",https://www.hellofresh.co.uk/recipes/pomegranate-pork-steak-5c530cc2c445fa47f117eb02,['Allergens:Gluten?€?Celery?€?Nuts?€?Sesame?€?Peanuts'],Pomegranate Pork Steak,['No Tag'],"['Gluten', 'Celery', 'Nuts', 'Sesame', 'Peanuts']"
943,1047,"['2186 kJ', '523 kcal', '10.0 g', '1.0 g', '89 g', '24.0 g', '10 g', '17 g', '0 mg', '1.71 g']",523,10,89,17,"['Aubergine', 'Tenderstem Broccoli ??', 'Red Onion', 'Jasmine Rice', 'Lime', 'Coriander', 'Miso Paste', 'Honey', 'Soy Sauce', 'Sesame Seeds', 'Mayonnaise', 'Water', 'Sugar']","['2 unit(s)', '150 grams', '1 unit(s)', '150 grams', '1 unit(s)', '1 bunch(es)', '15 grams', '15 grams', '25 milliliter(s)', '15 grams', '1 sachet', '300 milliliter(s)', '?? tsp']","['Baking Tray', 'Cutting board', 'Knife', 'Lid', 'Saucepan', 'Saut??pan or large frying pan', 'Small Bowl', 'Zester', 'Fork', 'Bowl']","['unit(s)', 'grams', 'unit(s)', 'grams', 'unit(s)', 'bunch(es)', 'grams', 'grams', 'milliliter(s)', 'grams', 'sachet', 'milliliter(s)', 'tsp']","[2.0, 150.0, 1.0, 150.0, 1.0, 1.0, 15.0, 15.0, 25.0, 15.0, 1.0, 300.0]",https://www.hellofresh.co.uk/recipes/miso-aubergine-5fd8e1f5eecdfb6752722bf3,"['Tags:Under 600 calories?€?Veggie', 'Allergens:Soya?€?Gluten?€?Sesame?€?Egg?€?Mustard']",Miso Aubergine,"['Under 600 calories', 'Veggie']","['Soya', 'Gluten', 'Sesame', 'Egg', 'Mustard']"
519,581,"['3188 kJ', '762 kcal', '30.0 g', '7.0 g', '83 g', '14.0 g', '0 g', '40 g', '0 mg', '1.0 g']",762,30,83,40,"['Sea Bream Fillet', 'Orzo', 'Saffron', 'Vegetable Stock Powder', 'Grated Hard Italian Style Cheese', 'Onion', 'Garlic Clove', 'Fennel', 'Premium Tomatoes', 'Lemon', 'Flat Leaf Parsley', 'Pine Nuts', 'Olive Oil for the dressing', 'Olive Oil', 'Water']","['2 unit(s)', '180 grams', '1 sachet', '1 sachet', '1 pack(s)', '1 unit(s)', '1 unit(s)', '1 unit(s)', '1 punnet(s)', '?? unit(s)', '1 bunch(es)', '1 bag(s)', '1 tbsp', '1 tbsp', '450 milliliter(s)']",['Plate'],"['unit(s)', 'grams', 'sachet', 'sachet', 'pack(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'punnet(s)', 'unit(s)', 'bunch(es)', 'bag(s)', 'tbsp', 'tbsp', 'milliliter(s)']","[2.0, 180.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 450.0]",https://www.hellofresh.co.uk/recipes/lemony-pan-fried-bream-5cd591f7786c940016598dbd,['Allergens:Fish?€?Gluten?€?Celery?€?Milk?€?Egg?€?Nuts'],Lemony Pan-Fried Bream,['No Tag'],"['Fish', 'Gluten', 'Celery', 'Milk', 'Egg', 'Nuts']"
150,158,"['1904 kJ', '455 kcal', '17.0 g', '6.0 g', '40 g', '11.0 g', '0 g', '38 g', '0 mg', '0.54 g']",455,17,40,38,"['Lamb Loin', 'Rosemary', 'Garlic Clove', 'Baby Plum Tomatoes', 'Salad Potatoes', 'Courgette', 'Flat Leaf Parsley', 'Mint', 'Cider Vinegar', 'Capers', 'Dijon Mustard', 'Olive Oil', 'Sugar', 'Water', 'Water for the Sauce']","['2 unit(s)', '?? bunch(es)', '2 unit(s)', '1 punnet(s)', '1 pack(s)', '1 unit(s)', '?? bunch(es)', '1 bunch(es)', '1 sachet', '1 pot(s)', '?? sachet', '1 tbsp', '1 tsp', '2 tbsp', '1 tbsp']","['Bowl', 'Cutting board', 'Knife', 'Saucepan', 'Baking Tray', 'Strainer', 'Frying Pan']","['unit(s)', 'bunch(es)', 'unit(s)', 'punnet(s)', 'pack(s)', 'unit(s)', 'bunch(es)', 'bunch(es)', 'sachet', 'pot(s)', 'sachet', 'tbsp', 'tsp', 'tbsp', 'tbsp']","[2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0]",https://www.hellofresh.co.uk/recipes/roasted-loin-of-lam-5d39d05871f6550017315e44,['Allergens:Sulphites?€?Mustard'],Roasted Loin of Lamb & Slow Roasted Tomatoes,['No Tag'],"['Sulphites', 'Mustard']"
