,Unnamed: 0,nutrition_amount,calories,fat,Carbohydrate,Protein,ingredients_name,ingredients_amount,equipment,ingred_unit,ingred_qunatity,url,tags_n_allergens,name,tags,allergens
781,870,"['3418 kJ', '817 kcal', '45.0 g', '20.0 g', '64 g', '19.0 g', '0 g', '38 g', '0 mg', '4.0 g']",817,45,64,38,"['Potatoes', 'Oregano', 'Red Pepper', 'Courgette', 'Red Onion', 'Garlic Clove', 'Halloumi', 'Green Pesto', 'Olive Oil']","['1 unit(s)', '1 bunch(es)', '1 unit(s)', '1 unit(s)', '1 unit(s)', '1 unit(s)', '1 block(s)', '1 unit(s)', '1 tbsp']",[],"['unit(s)', 'bunch(es)', 'unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'block(s)', 'unit(s)', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/halloumi-tray-bake-5d289196bd9e7900164e7b72,['Allergens:Milk?€?Egg?€?Nuts?€?Peanuts'],Halloumi Tray Bake,['No Tag'],"['Milk', 'Egg', 'Nuts', 'Peanuts']"
653,728,"['1414 kJ', '338 kcal', '23.0 g', '12.0 g', '24 g', '14.0 g', '0 g', '10 g', '0 mg', '3.0 g']",338,23,24,10,"['Butternut Squash Noodles', 'Light Coconut Milk', 'Lime', 'Chestnut Mushrooms', 'Green Pepper', 'Vegetable Stock Powder', 'Soy Sauce', 'Salted Peanuts', 'Lemongrass', 'Thai Spice Blend', 'Ginger Puree', 'Water']","['1 pack(s)', '1 pack(s)', '1 unit(s)', '1 pack(s)', '1 unit(s)', '?? sachet', '1 sachet', '1 bag(s)', '1 unit(s)', '?? pot(s)', '?? sachet', '100 milliliter(s)']","['Cutting board', 'Frying Pan', 'Bowl']","['pack(s)', 'pack(s)', 'unit(s)', 'pack(s)', 'unit(s)', 'sachet', 'sachet', 'bag(s)', 'unit(s)', 'pot(s)', 'sachet', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 100.0]",https://www.hellofresh.co.uk/recipes/veggie-laksa-soup-5c4aec32c445fa74212b1892,"['Tags:Extra spicy?€?Under 550 calories?€?Low Fat?€?Low Sat Fat', 'Allergens:Celery?€?Gluten?€?Soya?€?Peanuts?€?Sesame']",Veggie Laksa Boodle Soup (v),"['Extra spicy', 'Under 550 calories', 'Low Fat', 'Low Sat Fat']","['Celery', 'Gluten', 'Soya', 'Peanuts', 'Sesame']"
166,175,"['2326 kJ', '556 kcal', '20.0 g', '9.0 g', '50 g', '6.0 g', '0 g', '46 g', '0 mg', '1.0 g']",556,20,50,46,"['Baby Spinach', 'Garlic Clove', 'Shiitake Mushrooms', 'Mint', 'Flat Leaf Parsley', 'Potatoes', 'Echalion Shallot', 'Red Wine Stock', 'Lamb Rump', 'Water']","['1 bag(s)', '1 unit(s)', '1 punnet(s)', '1 bunch(es)', '1 bunch(es)', '1 pack(s)', '1 unit(s)', '?? pot(s)', '1 unit(s)', '150 milliliter(s)']",['Plate'],"['bag(s)', 'unit(s)', 'punnet(s)', 'bunch(es)', 'bunch(es)', 'pack(s)', 'unit(s)', 'pot(s)', 'unit(s)', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 150.0]",https://www.hellofresh.co.uk/recipes/roast-lamb-rump-5c8bd3e5e3f33977eb4bcdc2,['Allergens:Sulphites'],Roast Lamb Rump,['No Tag'],['Sulphites']
385,430,"['2957 kJ', '707 kcal', '25.0 g', '13.0 g', '88 g', '19.0 g', '4 g', '29 g', '0 mg', '2.0 g']",707,25,88,29,"['Onion', 'Garlic Clove', 'Tenderstem Broccoli ??', 'Baby Plum Tomatoes', 'Cider Vinegar', 'Honey', 'Feta Cheese', 'Sundried Tomato Paste', 'Orzo', 'Vegetable Stock Powder', 'Grated Hard Italian Style Cheese', 'Olive Oil', 'Water']","['1 unit(s)', '1 unit(s)', '1 pack(s)', '1 punnet(s)', '1 sachet', '1 sachet', '1 block(s)', '1 sachet', '180 grams', '1 sachet', '1 sachet', '1 tbsp', '450 milliliter(s)']","['Baking Tray', 'Garlic Press', 'Cutting board', 'Knife', 'Measuring Cups', 'Bowl', 'Saucepan']","['unit(s)', 'unit(s)', 'pack(s)', 'punnet(s)', 'sachet', 'sachet', 'block(s)', 'sachet', 'grams', 'sachet', 'sachet', 'tbsp', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 180.0, 1.0, 1.0, 1.0, 450.0]",https://www.hellofresh.co.uk/recipes/cheesy-orzotto-601a865a326d0a1de4589886,"['Tags:Veggie', 'Allergens:Sulphites?€?Milk?€?Gluten?€?Celery?€?Egg']",Cheesy Orzotto,['Veggie'],"['Sulphites', 'Milk', 'Gluten', 'Celery', 'Egg']"
973,1080,"['2297 kJ', '549 kcal', '24.0 g', '11.0 g', '54 g', '13.0 g', '4 g', '23 g', '0 mg', '3.35 g']",549,24,54,23,"['Onion', 'Closed Cup Mushrooms', 'Lime', 'Red Kidney Beans', 'Garlic Clove', 'Tomato Puree', 'Ground Cumin', 'Smoked Paprika', 'Vegetable Stock Powder', 'Mayonnaise', 'Soft Shell Taco', 'Feta Cheese', 'Baby Gem Lettuce', 'Chipotle Paste', 'Water']","['1 unit(s)', '1 punnet(s)', '?? unit(s)', '1 pack(s)', '1 unit(s)', '1 sachet', '1 sachet', '1 pot(s)', '1 sachet', '2 sachet', '3 unit(s)', '1 block(s)', '1 unit(s)', '1 sachet', '75 milliliter(s)']",[],"['unit(s)', 'punnet(s)', 'unit(s)', 'pack(s)', 'unit(s)', 'sachet', 'sachet', 'pot(s)', 'sachet', 'sachet', 'unit(s)', 'block(s)', 'unit(s)', 'sachet', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 1.0, 1.0, 1.0, 75.0]",https://www.hellofresh.co.uk/recipes/fried-bean-and-mushroom-tacos-5fb502ea3d4bce2bc94d817c,"['Tags:Rapid?€?Spicy?€?Veggie', 'Allergens:Celery?€?Egg?€?Mustard?€?Gluten?€?Milk']",Fried Bean and Mushroom Tacos,"['Rapid', 'Spicy', 'Veggie']","['Celery', 'Egg', 'Mustard', 'Gluten', 'Milk']"
772,859,"['4628 kJ', '1106 kcal', '40.0 g', '22.0 g', '136 g', '38.0 g', '0 g', '48 g', '0 mg', '3.0 g']",1106,40,136,48,"['Potatoes', 'Red Onion', 'Green Pepper', 'Garlic Clove', 'Coriander', 'Paneer', 'Black Beans', 'North Indian Style Curry Powder', 'Mango Chutney', 'Garlic and Coriander Naan', 'Water']","['1 pack(s)', '1 unit(s)', '1 unit(s)', '1 unit(s)', '1 bunch(es)', '1 block(s)', '1 pack(s)', '1 pot(s)', '2 pot(s)', '4 unit(s)', '1 tbsp']",[],"['pack(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'bunch(es)', 'block(s)', 'pack(s)', 'pot(s)', 'pot(s)', 'unit(s)', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 4.0, 1.0]",https://www.hellofresh.co.uk/recipes/paneer-and-black-bean-naan-5d55582644341b00094a8478,"['Tags:Spicy', 'Allergens:Milk?€?Gluten']",Paneer and Black Bean Naan,['Spicy'],"['Milk', 'Gluten']"
122,130,"['3146 kJ', '752 kcal', '47.0 g', '20.0 g', '43 g', '13.0 g', '0 g', '36 g', '0 mg', '3.71 g']",752,47,43,36,"['Halloumi', 'Baby Plum Tomatoes', 'Mint', 'Red Wine Vinegar', 'Honey', 'Brown Rice & Quinoa', 'Rocket', 'Walnuts', 'Olive Oil']","['1 block(s)', '1 punnet(s)', '1 bunch(es)', '1 sachet', '1 sachet', '1 pack(s)', '1 bag(s)', '1 bag(s)', '2 tbsp']","['Cutting board', 'Knife', 'Large Bowl', 'Frying Pan', 'Bowl']","['block(s)', 'punnet(s)', 'bunch(es)', 'sachet', 'sachet', 'pack(s)', 'bag(s)', 'bag(s)', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0]",https://www.hellofresh.co.uk/recipes/healthy-halloumi-bowl-5de7c19201a2965a1122eda8,['Allergens:Milk?€?Sulphites?€?Nuts'],Pan-Fried Halloumi,['No Tag'],"['Milk', 'Sulphites', 'Nuts']"
856,949,"['3155 kJ', '754 kcal', '47.0 g', '20.0 g', '44 g', '14.0 g', '0 g', '36 g', '0 mg', '4.0 g']",754,47,44,36,"['Halloumi', 'Cherry Plum Tomatoes', 'Mint', 'Red Wine Vinegar', 'Honey', 'Brown Rice & Quinoa', 'Rocket', 'Walnuts', 'Olive Oil']","['1 block(s)', '1 punnet(s)', '1 bunch(es)', '1 sachet', '1 sachet', '1 pack(s)', '1 bag(s)', '1 bag(s)', '2 tbsp']","['Cutting board', 'Knife', 'Large Salad Bowl', 'Frying Pan', 'Small Bowl', 'Spoon', 'Bowl']","['block(s)', 'punnet(s)', 'bunch(es)', 'sachet', 'sachet', 'pack(s)', 'bag(s)', 'bag(s)', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0]",https://www.hellofresh.co.uk/recipes/warm-halloumi-salad-5b23dad830006c13dd582f72,['Allergens:Milk?€?Sulphites?€?Nuts'],Halloumi Superbowl (v),['No Tag'],"['Milk', 'Sulphites', 'Nuts']"
556,620,"['2766 kJ', '661 kcal', '22.0 g', '6.0 g', '89 g', '17.0 g', '0 g', '26 g', '0 mg', '1.0 g']",661,22,89,26,"['Diced Butternut Squash', 'Cherry Plum Tomatoes', 'Garlic Clove', 'Red Wine Vinegar', 'Onion', 'Basil 20g', 'Chives', 'Walnuts', 'Lemon', 'Grated Hard Italian Style Cheese', 'Wheat Fusilli', 'Rocket', 'Sugar', 'Olive Oil', 'Water']","['1 bag(s)', '1 punnet(s)', '1 unit(s)', '?? sachet', '1 unit(s)', '1 bunch(es)', '1 bunch(es)', '1 bag(s)', '?? unit(s)', '1 pack(s)', '200 grams', '?? bag(s)', '?? tsp', '2 tbsp', '1 tbsp']","['Baking Tray', 'Bowl', 'Frying Pan', 'Saucepan', 'Large Bowl']","['bag(s)', 'punnet(s)', 'unit(s)', 'sachet', 'unit(s)', 'bunch(es)', 'bunch(es)', 'bag(s)', 'unit(s)', 'pack(s)', 'grams', 'bag(s)', 'tsp', 'tbsp', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 200.0, 2.0, 1.0]",https://www.hellofresh.co.uk/recipes/lighter-pesto-pasta-5b8907f3ae08b54b6b7c66d4,['Allergens:Sulphites?€?Nuts?€?Milk?€?Egg?€?Gluten'],Rainbow Pesto Pasta (V),['No Tag'],"['Sulphites', 'Nuts', 'Milk', 'Egg', 'Gluten']"
543,606,"['3138 kJ', '750 kcal', '33.0 g', '11.0 g', '91 g', '18.0 g', '0 g', '27 g', '0 mg', '1.0 g']",750,33,91,27,"['Diced Butternut Squash', 'Cherry Plum Tomatoes', 'Garlic Clove', 'Red Wine Vinegar', 'Onion', 'Fresh Basil', 'Chives', 'Hazelnut', 'Lemon', 'Grated Hard Italian Style Cheese', 'Wheat Fusilli', 'Creme Fraiche', 'Rocket', 'Sugar', 'Olive Oil', 'Water']","['1 bag(s)', '1 punnet(s)', '1 unit(s)', '?? sachet', '1 unit(s)', '1 bunch(es)', '1 bunch(es)', '1 bag(s)', '?? unit(s)', '1 pack(s)', '200 grams', '?? pack(s)', '?? bag(s)', '?? tsp', '2 tbsp', '1 tbsp']","['Bowl', 'Baking Tray', 'Frying Pan', 'Saucepan']","['bag(s)', 'punnet(s)', 'unit(s)', 'sachet', 'unit(s)', 'bunch(es)', 'bunch(es)', 'bag(s)', 'unit(s)', 'pack(s)', 'grams', 'pack(s)', 'bag(s)', 'tsp', 'tbsp', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 200.0, 2.0, 1.0]",https://www.hellofresh.co.uk/recipes/creamy-herb-fusili-5bec4b54ae08b54b3d670232,['Allergens:Sulphites?€?Nuts?€?Milk?€?Egg?€?Gluten'],Creamy Herb Fusili (v),['No Tag'],"['Sulphites', 'Nuts', 'Milk', 'Egg', 'Gluten']"
112,119,"['3330 kJ', '796 kcal', '42.0 g', '24.0 g', '67 g', '14.0 g', '0 g', '37 g', '0 mg', '3.77 g']",796,42,67,37,"['Potatoes', 'Leek', 'Carrot', 'Rosemary', 'Garlic Clove', 'French Camembert', 'Sliced Mushrooms', 'Shredded Savoy Cabbage', 'Panko Breadcrumbs', 'Wild Mushroom Sauce', 'Creme Fraiche', 'Truffle Zest', 'Olive Oil', 'Water for the Sauce']","['1 pack(s)', '1 unit(s)', '1 unit(s)', '1 bunch(es)', '1 unit(s)', '1 unit(s)', '1 punnet(s)', '1 pack(s)', '25 grams', '1 pot(s)', '100 grams', '1 sachet', '1 tbsp', '100 milliliter(s)']","['Sieve', 'Cutting board', 'Knife', 'Peeler', 'Garlic Press', 'Grater', 'Saucepan', 'Baking Dish']","['pack(s)', 'unit(s)', 'unit(s)', 'bunch(es)', 'unit(s)', 'unit(s)', 'punnet(s)', 'pack(s)', 'grams', 'pot(s)', 'grams', 'sachet', 'tbsp', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 25.0, 1.0, 100.0, 1.0, 1.0, 100.0]",https://www.hellofresh.co.uk/recipes/vegetable-camembert-hot-pot-5e21a955b986f82f3d399b48,['Allergens:Milk?€?Gluten'],Camembert and Truffle Hot Pot,['No Tag'],"['Milk', 'Gluten']"
993,1103,"['2389 kJ', '571 kcal', '15.0 g', '4.0 g', '71 g', '19.0 g', '3 g', '41 g', '0 mg', '2.24 g']",571,15,71,41,"['Bell Pepper', 'Green Beans', 'Red Chilli', 'Coriander', 'Lime', 'Soy Sauce', 'Ketchup', 'Honey', 'Egg Noodle Nest', 'Diced Chicken Thigh']","['1 unit(s)', '1 pack(s)', '?? unit(s)', '1 bunch(es)', '1 unit(s)', '1 sachet', '1 sachet', '1 sachet', '1 pack(s)', '280 grams']",[],"['unit(s)', 'pack(s)', 'unit(s)', 'bunch(es)', 'unit(s)', 'sachet', 'sachet', 'sachet', 'pack(s)', 'grams']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 280.0]",https://www.hellofresh.co.uk/recipes/chinese-style-chicken-noodles-5f75b0a297f39f06e91dec51,"['Tags:Under 600 calories', 'Allergens:Gluten?€?Soya?€?Celery?€?Egg']",Chinese-Style Chicken Noodles,['Under 600 calories'],"['Gluten', 'Soya', 'Celery', 'Egg']"
1138,1262,"['2933 kJ', '701 kcal', '41.0 g', '35.0 g', '62 g', '17.0 g', '4 g', '18 g', '0 mg', '2.15 g']",701,41,62,18,"['Aubergine', 'Onion', 'Garlic Clove', 'Ginger', 'Chestnut Mushrooms', 'Potato', 'Tomato Puree', 'North Indian Style Curry Powder', 'Coconut Milk', 'Vegetable Stock Powder', 'Brown Lentils', 'Coriander', 'Lime', 'Water for the Sauce']","['1 unit(s)', '1 unit(s)', '1 unit(s)', '1 piece', '1 punnet(s)', '1 unit(s)', '1 sachet', '1 pot(s)', '400 milliliter(s)', '1 sachet', '1 pack(s)', '1 bunch(es)', '?? unit(s)', '75 milliliter(s)']",[],"['unit(s)', 'unit(s)', 'unit(s)', 'punnet(s)', 'unit(s)', 'sachet', 'pot(s)', 'milliliter(s)', 'sachet', 'pack(s)', 'bunch(es)', 'unit(s)', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 400.0, 1.0, 1.0, 1.0, 75.0]",https://www.hellofresh.co.uk/recipes/creamy-aubergine-curry-5f88590c8ca7c67e6d7930f6,"['Tags:Spicy?€?Veggie', 'Allergens:Celery']",Creamy Aubergine Curry,"['Spicy', 'Veggie']",['Celery']
1150,1274,"['3176 kJ', '759 kcal', '39.0 g', '16.0 g', '61 g', '11.0 g', '0 g', '44 g', '0 mg', '2.15 g']",759,39,61,44,"['Baking Potato', 'Red Pepper', 'Flat Leaf Parsley', 'Feta Cheese', 'Ciabatta', 'Lemon', 'Pea Shoots', 'Scrambled Egg Mix', 'Olive Oil']","['1 unit(s)', '1 unit(s)', '1 bunch(es)', '1 block(s)', '1 unit(s)', '?? unit(s)', '1 bag(s)', '1 pack(s)', '1 tbsp']","['Colander', 'Cutting board', 'Knife', 'Saucepan', 'Frying Pan', 'Baking Tray', 'Bowl', 'Fork', 'Lid', 'Zester', 'Plate']","['unit(s)', 'unit(s)', 'bunch(es)', 'block(s)', 'unit(s)', 'unit(s)', 'bag(s)', 'pack(s)', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/loaded-spanish-tortilla-style-frittata-5f297fc07ff1dd1eeb42d812,"['Tags:Veggie', 'Allergens:Milk?€?Gluten?€?Soya?€?Egg']",Loaded Spanish Style Tortilla,['Veggie'],"['Milk', 'Gluten', 'Soya', 'Egg']"
149,157,"['4263 kJ', '1019 kcal', '63.0 g', '30.0 g', '50 g', '8.0 g', '0 g', '61 g', '0 mg', '3.0 g']",1019,63,50,61,"['Pork Belly', 'Chestnut Mushrooms', 'Garlic Clove', 'Echalion Shallot', 'Thyme', 'Black Peppercorns', 'Cheddar Cheese', 'Wheat Penne Pasta', 'Reduced Fat Creme Fraiche', 'Grated Hard Italian Style Cheese', 'Panko Breadcrumbs', 'Red Wine Stock', 'Baby Spinach', 'Truffle Powder', 'Water']","['1 unit(s)', '1 punnet(s)', '1 unit(s)', '1 unit(s)', '1 bunch(es)', '1 pot(s)', '1 block(s)', '100 grams', '1 pack(s)', '1 pack(s)', '10 grams', '?? pot(s)', '1 bag(s)', '1 sachet', '150 milliliter(s)']",[],"['unit(s)', 'punnet(s)', 'unit(s)', 'unit(s)', 'bunch(es)', 'pot(s)', 'block(s)', 'grams', 'pack(s)', 'pack(s)', 'grams', 'pot(s)', 'bag(s)', 'sachet', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 100.0, 1.0, 1.0, 10.0, 1.0, 1.0, 150.0]",https://www.hellofresh.co.uk/recipes/pork-belly-5d4189f4eda58a000d4e9a94,['Allergens:Milk?€?Gluten?€?Egg?€?Sulphites'],Pork Belly,['No Tag'],"['Milk', 'Gluten', 'Egg', 'Sulphites']"
768,855,"['3163 kJ', '756 kcal', '53.0 g', '22.0 g', '29 g', '25.0 g', '0 g', '37 g', '0 mg', '2.0 g']",756,53,29,37,"['Aubergine', 'Courgette', 'Red Pepper', 'Red Onion', 'Garlic', 'Lemon', 'Coriander', 'Mint', 'Cumin Seeds', 'Coriander Seeds', 'Chicken Stock Powder', 'Bulgur Wheat', 'Chermoula Spice', 'Lamb Loin', 'Black Olives', 'Balsamic Vinegar', 'Honey', 'Feta Cheese', 'Water for the Bulgur', 'Olive Oil']","['1 unit(s)', '1 unit(s)', '?? unit(s)', '1 unit(s)', '1 unit(s)', '?? unit(s)', '1 bunch(es)', '1 bunch(es)', '?? pot(s)', '?? pot(s)', '1 sachet', '120 grams', '1 pot(s)', '2 unit(s)', '1 pack(s)', '1 sachet', '1 sachet', '?? block(s)', '240 milliliter(s)', '2 tbsp']",[],"['unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'bunch(es)', 'bunch(es)', 'pot(s)', 'pot(s)', 'sachet', 'grams', 'pot(s)', 'unit(s)', 'pack(s)', 'sachet', 'sachet', 'block(s)', 'milliliter(s)', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 120.0, 1.0, 2.0, 1.0, 1.0, 1.0, 240.0, 2.0]",https://www.hellofresh.co.uk/recipes/spice-crusted-lamb-loin-5d68c7f11ff897000a530006,['Allergens:Celery?€?Gluten?€?Sulphites?€?Milk'],Spice Crusted Lamb Loin,['No Tag'],"['Celery', 'Gluten', 'Sulphites', 'Milk']"
295,323,"['2690 kJ', '643 kcal', '42.0 g', '23.0 g', '42 g', '14.0 g', '0 g', '22 g', '0 mg', '2.0 g']",643,42,42,22,"['Leek', 'Chestnut Mushrooms', 'Brown Lentils', 'Ciabatta', 'Caramelised Red Onion Relish', ""Goat's Cheese"", 'Vegetable Stock Powder', 'Wholegrain Mustard', 'Double Cream', 'Baby Spinach', 'Chives', 'Flora Original', 'Water']","['1 unit(s)', '1 punnet(s)', '1 pack(s)', '1 unit(s)', '1 pot(s)', '1 pack(s)', '?? sachet', '1 pot(s)', '120 milliliter(s)', '1 pack(s)', '?? bunch(es)', '2 pack(s)', '100 milliliter(s)']","['Cutting board', 'Baking Tray', 'Frying Pan', 'Plate']","['unit(s)', 'punnet(s)', 'pack(s)', 'unit(s)', 'pot(s)', 'pack(s)', 'sachet', 'pot(s)', 'milliliter(s)', 'pack(s)', 'bunch(es)', 'pack(s)', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 120.0, 1.0, 2.0, 100.0]",https://www.hellofresh.co.uk/recipes/leek-lentil-fricassee-5bae35fcae08b577253a8881,['Allergens:Gluten?€?Soya?€?Sulphites?€?Milk?€?Celery?€?Mustard'],Leek & Lentil Fricassee,['No Tag'],"['Gluten', 'Soya', 'Sulphites', 'Milk', 'Celery', 'Mustard']"
660,735,"['2544 kJ', '608 kcal', '24.0 g', '9.0 g', '73 g', '14.0 g', '0 g', '24 g', '0 mg', '2.0 g']",608,24,73,24,"['Onion', 'Red Pepper', 'Garlic Clove', 'Ginger', 'Lime', 'Desiccated Coconut', 'Thai Spice Blend', 'Basmati Rice', 'Vegetable Stock Powder', 'Coriander', 'Salted Peanuts', 'King Prawns', 'Water', 'Olive Oil']","['1 unit(s)', '1 unit(s)', '1 unit(s)', '1 piece', '1 unit(s)', '1 pack(s)', '1 pot(s)', '150 grams', '1 pot(s)', '1 bunch(es)', '1 pack(s)', '150 grams', '300 milliliter(s)', '2 tbsp']","['Frying Pan', 'Bowl']","['unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'pack(s)', 'pot(s)', 'grams', 'pot(s)', 'bunch(es)', 'pack(s)', 'grams', 'milliliter(s)', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 150.0, 1.0, 1.0, 1.0, 150.0, 300.0, 2.0]",https://www.hellofresh.co.uk/recipes/prawn-coconut-rice-5b87fd7aae08b57569104f62,"['Tags:Under 750 calories', 'Allergens:Sesame?€?Celery?€?Peanuts?€?Crustaceans']",Prawn & Coconut Rice,['Under 750 calories'],"['Sesame', 'Celery', 'Peanuts', 'Crustaceans']"
782,871,"['2084 kJ', '498 kcal', '12.0 g', '5.0 g', '76 g', '19.0 g', '0 g', '18 g', '0 mg', '1.0 g']",498,12,76,18,"['Aubergine', 'Red Pepper', 'Honey', 'Chermoula Spice', 'Echalion Shallot', 'Garlic Clove', 'Flat Leaf Parsley', 'Lemon', 'Vegetable Stock Powder', 'Bulgur Wheat', 'Cucumber', 'Mint', 'Sumac', 'Feta Cheese', 'Water']","['1 unit(s)', '1 unit(s)', '1 sachet', '1 pot(s)', '1 unit(s)', '1 unit(s)', '1 bunch(es)', '?? unit(s)', '?? sachet', '150 grams', '?? unit(s)', '?? bunch(es)', '1 pot(s)', '?? block(s)', '300 milliliter(s)']",[],"['unit(s)', 'unit(s)', 'sachet', 'pot(s)', 'unit(s)', 'unit(s)', 'bunch(es)', 'unit(s)', 'sachet', 'grams', 'unit(s)', 'bunch(es)', 'pot(s)', 'block(s)', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 150.0, 1.0, 300.0]",https://www.hellofresh.co.uk/recipes/chermoula-aubergine-5d286c06bd9e79000f3f9036,"['Tags:Low Salt?€?Under 550 calories', 'Allergens:Celery?€?Gluten?€?Milk']",Chermoula Aubergine,"['Low Salt', 'Under 550 calories']","['Celery', 'Gluten', 'Milk']"
844,937,"['2448 kJ', '585 kcal', '13.0 g', '2.0 g', '90 g', '31.0 g', '0 g', '24 g', '0 mg', '4.25 g']",585,13,90,24,"['Echalion Shallot', 'Garlic Clove', 'Green Beans', 'Smoked Tofu', 'KNORR Vegetable Stock', 'North Indian Style Curry Powder', 'Nigella Seeds', 'Basmati Rice', 'Vine Tomatoes', 'Flat Leaf Parsley', 'Lemon', 'Mango Chutney', 'Water for the Rice', 'Olive Oil']","['1 unit(s)', '1 unit(s)', '1 pack(s)', '1 block(s)', '1 pot(s)', '1 pot(s)', '1 pot(s)', '150 grams', '2 unit(s)', '1 bunch(es)', '1 unit(s)', '2 sachet', '300 milliliter(s)', '1 tbsp']","['Cutting board', 'Knife', 'Sieve', 'Saucepan', 'Frying Pan', 'Lid', 'Bowl', 'Plate']","['unit(s)', 'unit(s)', 'pack(s)', 'block(s)', 'pot(s)', 'pot(s)', 'pot(s)', 'grams', 'unit(s)', 'bunch(es)', 'unit(s)', 'sachet', 'milliliter(s)', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 150.0, 2.0, 1.0, 1.0, 2.0, 300.0, 1.0]",https://www.hellofresh.co.uk/recipes/sticky-tofu-pilaf-5b6d6f57ae08b529085ed3f2,['Allergens:Soya?€?Celery'],Sticky Tofu Pilaf,['No Tag'],"['Soya', 'Celery']"
749,835,"['1933 kJ', '462 kcal', '19.0 g', '3.0 g', '50 g', '23.0 g', '0 g', '25 g', '0 mg', '0.21 g']",462,19,50,25,"['Salad Potatoes', 'Mango', 'Baby Plum Tomatoes', 'Spring Onion', 'Lime', 'Coriander', 'Red Bullet Chilli', 'Honey', 'Sea Bream Fillet', 'Pea Shoots', 'Olive Oil for the Salsa', 'Olive Oil']","['1 pack(s)', '1 unit(s)', '1 punnet(s)', '1 unit(s)', '1 unit(s)', '1 bunch(es)', '?? unit(s)', '1 sachet', '2 unit(s)', '1 bag(s)', '1 tbsp', '1 tbsp']","['Cutting board', 'Knife', 'Peeler', 'Baking Tray', 'Bowl', 'Zester', 'Plate', 'Frying Pan']","['pack(s)', 'unit(s)', 'punnet(s)', 'unit(s)', 'unit(s)', 'bunch(es)', 'unit(s)', 'sachet', 'unit(s)', 'bag(s)', 'tbsp', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/limey-sea-bream-and-mango-salsa-5e74d9056b3c8459df5b144a,['Allergens:Fish'],Limey Sea Bream and Mango Salsa,['No Tag'],['Fish']
